id;btag;accountid;catid;partnerid;amount;memo;transferid;isUmbuchung
12912;2003-11-01;11;10043;1017;-14576;;12907;0
12913;2003-11-01;11;21;1017;-3988;;12907;0
12915;2003-11-01;11;11055;1017;0;;12907;0
12916;2003-11-01;11;11014;1017;19061;;12907;0
12917;2003-11-01;11;11091;873;-11760;;;0
12918;2003-11-01;11;10050;1144;-38121;;;0
12919;2003-11-01;11;11092;117;23008;Miete;;0
12920;2003-11-04;11;10022;904;-4200;;;0
12921;2003-11-06;11;10009;160;-10000;;;0
12922;2003-11-07;11;19;122;230000;;;0
12924;2003-11-07;11;0;122;-233000;;;0
12925;2003-11-14;11;11063;1144;166198;Erstattung;;0
12926;2003-11-17;11;10009;160;-10000;;;0
12927;2003-11-18;11;11062;1091;-44369;;;0
12928;2003-11-18;11;11062;1147;-1608;;;0
12929;2003-11-25;11;11062;1091;-67035;;;0
12930;2003-11-25;11;11062;1091;-34418;;;0
12931;2003-11-25;11;11062;906;-8316;;;0
12932;2003-11-27;11;10009;160;-10000;;;0
12933;2003-11-30;11;1000;879;-16805;;;0
12934;2003-11-30;11;21;879;-2219;;12933;0
12936;2003-11-30;11;11093;879;-14586;;12933;0
12937;2003-11-30;11;1000;879;-28334;;;0
12938;2003-11-30;11;22;879;-23705;;12937;0
12940;2003-11-30;11;11093;879;-4629;;12937;0
12941;2003-12-01;11;1000;1017;436053;;;0
12942;2003-12-01;11;10002;1017;893000;;12941;0
12943;2003-12-01;11;10041;1017;-337371;;12941;0
12944;2003-12-01;11;10044;1017;-18559;;12941;0
12945;2003-12-01;11;10042;1017;-87068;;12941;0
12946;2003-12-01;11;10043;1017;-29022;;12941;0
12947;2003-12-01;11;21;1017;-3988;;12941;0
12949;2003-12-01;11;11055;1017;0;;12941;0
12950;2003-12-01;11;11014;1017;19061;;12941;0
12951;2003-12-01;11;11091;873;-11760;;;0
12952;2003-12-01;11;10050;1144;-38121;;;0
12953;2003-12-01;11;10022;886;-6200;Friseur;;0
12954;2003-12-01;11;11092;117;23008;Miete;;0
12955;2003-12-04;11;10009;160;-10000;;;0
12956;2003-12-09;11;11063;1144;37348;;;0
12957;2003-12-11;11;10009;160;-20000;;;0
12958;2003-12-15;11;11062;1091;-4424;;;0
12959;2003-12-29;11;10009;160;-10000;;;0
12960;2003-12-30;11;1000;879;-16805;;;0
12961;2003-12-30;11;21;879;-2243;;12960;0
12963;2003-12-30;11;11093;879;-14562;;12960;0
12964;2003-12-30;11;1000;879;-28334;;;0
12965;2003-12-30;11;22;879;-23780;;12964;0
12967;2003-12-30;11;11093;879;-4554;;12964;0
12968;2003-12-31;11;1000;125;447;;;0
12969;2003-12-31;11;10015;125;0;;12968;0
12970;2003-12-31;11;2107;125;447;;12968;0
12971;2003-12-31;11;10054;125;0;;12968;0
12972;2003-12-31;11;10037;125;0;;12968;0
12973;2003-12-31;11;2500;125;0;;12968;0
12974;2003-12-31;11;10015;125;0;;12968;0
12975;2003-12-31;11;1000;125;-110;;;0
12976;2003-12-31;11;10015;125;0;;12975;0
12977;2003-12-31;11;2107;125;0;;12975;0
12978;2003-12-31;11;10054;125;0;;12975;0
12979;2003-12-31;11;10037;125;-110;;12975;0
12980;2003-12-31;11;2500;125;0;;12975;0
12981;2003-12-31;11;10015;125;0;;12975;0
12982;2004-01-01;11;1000;1017;280030;;;0
12983;2004-01-01;11;10002;1017;452600;;12982;0
12984;2004-01-01;11;10041;1017;-123741;;12982;0
12985;2004-01-01;11;10044;1017;-6805;;12982;0
12986;2004-01-01;11;10042;1017;-44129;;12982;0
12987;2004-01-01;11;10043;1017;-14710;;12982;0
12988;2004-01-01;11;21;1017;-3988;;12982;0
12990;2004-01-01;11;11055;1017;0;;12982;0
12991;2004-01-01;11;11014;1017;20803;;12982;0
12992;2004-01-01;11;11091;873;-11760;;;0
12993;2004-01-01;11;10050;1144;-41604;;;0
12994;2004-01-01;11;11092;117;23008;Miete;;0
12995;2004-01-08;11;10009;160;-10000;;;0
12996;2004-01-09;11;10015;121;-776;Dreba;;0
12997;2004-01-16;11;10009;160;-10000;;;0
12998;2004-01-19;11;10028;306;-6262;;;0
12999;2004-01-21;11;11062;906;-3398;;;0
13000;2004-01-21;11;11062;908;-10781;;;0
13001;2004-01-23;11;10009;160;-5000;;;0
13002;2004-01-26;11;10028;246;-4648;;;0
13003;2004-01-26;11;11062;985;-29374;;;0
13004;2004-01-26;11;11062;985;-4745;;;0
13005;2004-01-30;11;1000;879;-28334;;;0
13006;2004-01-30;11;22;879;-23855;;13005;0
13008;2004-01-30;11;11093;879;-4479;;13005;0
13009;2004-01-30;11;1000;879;-16805;;;0
13010;2004-01-30;11;21;879;-2266;;13009;0
13012;2004-01-30;11;11093;879;-14539;;13009;0
13013;2004-02-01;11;1000;1017;290280;;;0
13014;2004-02-01;11;10002;1017;452600;;13013;0
13015;2004-02-01;11;10041;1017;-118883;;13013;0
13016;2004-02-01;11;10044;1017;-6538;;13013;0
13017;2004-02-01;11;10042;1017;-44129;;13013;0
13018;2004-02-01;11;10043;1017;-14710;;13013;0
13019;2004-02-01;11;21;1017;-3988;;13013;0
13021;2004-02-01;11;11055;1017;0;;13013;0
13022;2004-02-01;11;11014;1017;20803;;13013;0
13023;2004-02-01;11;10041;1017;4858;Erstattung für Januar 2004;13013;0
13024;2004-02-01;11;10044;1017;267;;13013;0
13025;2004-02-01;11;11091;873;-11760;;;0
13026;2004-02-01;11;10050;1144;-41604;;;0
13027;2004-02-01;11;11092;117;23008;Miete;;0
13028;2004-02-02;11;10009;160;-10000;;;0
13029;2004-02-05;11;10009;160;-10000;;;0
13030;2004-02-09;11;10028;398;-3411;;;0
13031;2004-02-12;11;11063;1144;42268;;;0
13032;2004-02-23;11;10009;160;-10000;;;0
13033;2004-02-23;11;10028;639;-1893;;;0
13034;2004-02-27;11;10035;253;4471;Erstattung 2003;;0
13035;2004-02-29;11;1000;879;-16805;;;0
13036;2004-02-29;11;21;879;-2290;;13035;0
13038;2004-02-29;11;11093;879;-14515;;13035;0
13039;2004-02-29;11;1000;879;-28334;;;0
13040;2004-02-29;11;22;879;-23931;;13039;0
13042;2004-02-29;11;11093;879;-4403;;13039;0
13043;2004-03-01;11;1000;1017;285155;;;0
13044;2004-03-01;11;10002;1017;452600;;13043;0
13045;2004-03-01;11;10041;1017;-118883;;13043;0
13046;2004-03-01;11;10044;1017;-6538;;13043;0
13047;2004-03-01;11;10042;1017;-44129;;13043;0
13048;2004-03-01;11;10043;1017;-14710;;13043;0
13049;2004-03-01;11;21;1017;-3988;;13043;0
13051;2004-03-01;11;11055;1017;0;;13043;0
13052;2004-03-01;11;11014;1017;20803;;13043;0
13053;2004-03-01;11;11091;873;-11760;;;0
13054;2004-03-01;11;10050;1144;-41604;;;0
13055;2004-03-01;11;10028;246;-2967;;;0
13056;2004-03-01;11;11092;117;23008;Miete;;0
13057;2004-03-04;11;11062;1147;-18459;;;0
13058;2004-03-04;11;10009;160;-10000;;;0
13059;2004-03-08;11;10005;1038;200000;Scheck Mutter;;0
13060;2004-03-15;11;10009;160;-10000;;;0
13063;2004-03-19;11;10009;160;-10000;;;0
13064;2004-03-22;11;10028;246;-2299;;;0
13065;2004-03-24;11;10028;639;-2449;;;0
13066;2004-03-25;11;10009;160;-10000;;;0
13067;2004-03-29;11;10028;639;-1269;;;0
13068;2004-03-30;11;1000;879;-16805;;;0
13069;2004-03-30;11;21;879;-2314;;13068;0
13071;2004-03-30;11;11093;879;-14491;;13068;0
13072;2004-03-30;11;1000;879;-28334;;;0
13073;2004-03-30;11;22;879;-24006;;13072;0
13075;2004-03-30;11;11093;879;-4328;;13072;0
13076;2004-03-30;11;10009;160;-10000;;;0
13077;2004-03-31;11;10028;639;-2117;;;0
13078;2004-03-31;11;10022;910;-2200;Karten für Andi;;0
13079;2004-04-01;11;1000;1017;542621;;;0
13080;2004-04-01;11;10002;1017;1248400;;13079;0
13081;2004-04-01;11;10041;1017;-433233;;13079;0
13082;2004-04-01;11;10044;1017;-23826;;13079;0
13083;2004-04-01;11;10042;1017;-68465;;13079;0
13084;2004-04-01;11;10043;1017;-22822;;13079;0
13085;2004-04-01;11;21;1017;-3988;;13079;0
13087;2004-04-01;11;11055;1017;0;;13079;0
13088;2004-04-01;11;11014;1017;20803;;13079;0
13089;2004-04-01;11;11013;1017;-174248;;13079;0
13090;2004-04-01;11;11091;873;-31508;;;0
13091;2004-04-01;11;10050;1144;-41604;;;0
13092;2004-04-01;11;1000;125;616;;;0
13093;2004-04-01;11;10015;125;0;;13092;0
13094;2004-04-01;11;2107;125;616;;13092;0
13095;2004-04-01;11;10054;125;0;;13092;0
13096;2004-04-01;11;10037;125;0;;13092;0
13097;2004-04-01;11;2500;125;0;;13092;0
13098;2004-04-01;11;10015;125;0;;13092;0
13099;2004-04-01;11;10015;125;0;;13092;0
13100;2004-04-01;11;11092;117;23008;Miete;;0
13101;2004-04-05;11;6;122;1000000;;;0
13103;2004-04-05;11;10025;888;-88500;;;0
13104;2004-04-06;11;10009;160;-10000;;;0
13105;2004-04-14;11;7;122;27315;;;0
13107;2004-04-14;11;10005;1038;300000;Scheck Mutter;;0
13108;2004-04-16;11;10009;160;-10000;;;0
13109;2004-04-19;11;10049;936;-5139;;;0
13110;2004-04-21;11;10028;639;-2076;;;0
13111;2004-04-21;11;10028;639;-1252;;;0
13112;2004-04-23;11;10028;639;-1569;;;0
13113;2004-04-26;11;10025;1068;-4990;Schuhe;;0
13114;2004-04-26;11;10028;639;-1751;;;0
13115;2004-04-26;11;10028;306;-4275;;;0
13116;2004-04-29;11;10028;639;-1669;;;0
13117;2004-04-30;11;1000;879;-28334;;;0
13118;2004-04-30;11;22;879;-24082;;13117;0
13120;2004-04-30;11;11093;879;-4252;;13117;0
13121;2004-04-30;11;1000;879;-16805;;;0
13122;2004-04-30;11;21;879;-2338;;13121;0
13124;2004-04-30;11;11093;879;-14467;;13121;0
13125;2004-05-01;11;1000;1017;285155;;;0
13126;2004-05-01;11;10002;1017;452600;;13125;0
13127;2004-05-01;11;10041;1017;-118883;;13125;0
13128;2004-05-01;11;10044;1017;-6538;;13125;0
13129;2004-05-01;11;10042;1017;-44129;;13125;0
13130;2004-05-01;11;10043;1017;-14710;;13125;0
13131;2004-05-01;11;21;1017;-3988;;13125;0
13133;2004-05-01;11;11055;1017;0;;13125;0
13134;2004-05-01;11;11014;1017;20803;;13125;0
13135;2004-05-01;11;11091;873;-11760;;;0
13136;2004-05-01;11;10050;1144;-41604;;;0
13137;2004-05-01;11;10009;160;-10000;;;0
13138;2004-05-01;11;11092;117;23008;Miete;;0
13139;2004-05-03;11;10009;160;-10000;;;0
13140;2004-05-14;11;10009;160;-10000;;;0
13141;2004-05-18;11;10028;912;1876;Payback;;0
13142;2004-05-19;11;1000;124;123330;;;0
13143;2004-05-19;11;11067;124;0;;13142;0
13144;2004-05-19;11;11039;124;123330;;13142;0
13145;2004-05-19;11;10022;316;-160;;;0
13146;2004-05-20;11;7;122;17731;Diverses;;0
13148;2004-05-21;11;10020;313;-92120;Jahreskarte;;0
13149;2004-05-24;11;11062;1147;-1608;;;0
13150;2004-05-27;11;10009;160;-10000;;;0
13151;2004-05-28;11;10028;639;-3230;;;0
13152;2004-05-28;11;10028;639;-1328;;;0
13153;2004-05-30;11;1000;879;-16805;;;0
13154;2004-05-30;11;21;879;-2363;;13153;0
13156;2004-05-30;11;11093;879;-14442;;13153;0
13157;2004-05-30;11;1000;879;-28334;;;0
13158;2004-05-30;11;22;879;-24159;;13157;0
13160;2004-05-30;11;11093;879;-4175;;13157;0
13161;2004-06-01;11;1000;1017;285155;;;0
13162;2004-06-01;11;10002;1017;452600;;13161;0
13163;2004-06-01;11;10041;1017;-118883;;13161;0
13164;2004-06-01;11;10044;1017;-6538;;13161;0
13165;2004-06-01;11;10042;1017;-44129;;13161;0
13166;2004-06-01;11;10043;1017;-14710;;13161;0
13167;2004-06-01;11;21;1017;-3988;;13161;0
13169;2004-06-01;11;11055;1017;0;;13161;0
13170;2004-06-01;11;11014;1017;20803;;13161;0
13171;2004-06-01;11;11091;873;-11760;;;0
13172;2004-06-01;11;10050;1144;-41604;;;0
13173;2004-06-01;11;10028;246;-1677;;;0
13174;2004-06-01;11;11092;117;23008;Miete;;0
13175;2004-06-07;11;10009;160;-10000;;;0
13176;2004-06-08;11;10005;1038;295000;;;0
13177;2004-06-09;11;10028;639;-1586;;;0
13178;2004-06-11;11;10009;160;-10000;;;0
13179;2004-06-11;11;10028;639;-1795;;;0
13180;2004-06-11;11;10028;639;-1276;;;0
13181;2004-06-29;11;10025;1068;-15970;Schuhe;;0
13182;2004-06-30;11;1000;879;-16805;;;0
13183;2004-06-30;11;21;879;-2387;;13182;0
13185;2004-06-30;11;11093;879;-14418;;13182;0
13186;2004-06-30;11;1000;879;-28334;;;0
13187;2004-06-30;11;22;879;-24235;;13186;0
13189;2004-06-30;11;11093;879;-4099;;13186;0
13190;2004-06-30;11;10009;160;-10000;;;0
13191;2004-07-01;11;1000;1017;285155;;;0
13192;2004-07-01;11;10002;1017;452600;;13191;0
13193;2004-07-01;11;10041;1017;-118883;;13191;0
13194;2004-07-01;11;10044;1017;-6538;;13191;0
13195;2004-07-01;11;10042;1017;-44129;;13191;0
13196;2004-07-01;11;10043;1017;-14710;;13191;0
13197;2004-07-01;11;21;1017;-3988;;13191;0
13199;2004-07-01;11;11055;1017;0;;13191;0
13200;2004-07-01;11;11014;1017;20803;;13191;0
13201;2004-07-01;11;11091;873;-11760;;;0
13202;2004-07-01;11;10050;1144;-41604;;;0
13203;2004-07-01;11;11092;117;23008;Miete;;0
13204;2004-07-02;11;11094;891;-20844;Grundsteuer;;0
13205;2004-07-02;11;1000;125;643;;;0
13206;2004-07-02;11;10015;125;0;;13205;0
13207;2004-07-02;11;2107;125;643;;13205;0
13208;2004-07-02;11;10054;125;0;;13205;0
13209;2004-07-02;11;10037;125;0;;13205;0
13210;2004-07-02;11;2500;125;0;;13205;0
13211;2004-07-02;11;10015;125;0;;13205;0
13212;2004-07-02;11;10015;125;0;;13205;0
13213;2004-07-06;11;2;122;10892;;;0
13215;2004-07-06;11;10025;324;-3500;;;0
13216;2004-07-06;11;10028;258;-5821;Getränke;;0
13217;2004-07-09;11;10009;160;-10000;;;0
13218;2004-07-13;11;10028;246;-1698;;;0
13219;2004-07-14;11;11062;1147;-18459;;;0
13220;2004-07-19;11;10009;160;-10000;;;0
13221;2004-07-22;11;10028;246;-1832;;;0
13222;2004-07-26;11;19;122;1200000;;;0
13224;2004-07-26;11;10028;246;-2214;;;0
13225;2004-07-27;11;10009;160;-10000;;;0
13226;2004-07-28;11;10028;639;-2245;;;0
13227;2004-07-30;11;1000;879;-28334;;;0
13228;2004-07-30;11;22;879;-24312;;13227;0
13230;2004-07-30;11;11093;879;-4022;;13227;0
13231;2004-07-30;11;1000;879;-16805;;;0
13232;2004-07-30;11;21;879;-2411;;13231;0
13234;2004-07-30;11;11093;879;-14394;;13231;0
13235;2004-08-01;11;1000;1017;285155;;;0
13236;2004-08-01;11;10002;1017;452600;;13235;0
13237;2004-08-01;11;10041;1017;-118883;;13235;0
13238;2004-08-01;11;10044;1017;-6538;;13235;0
13239;2004-08-01;11;10042;1017;-44129;;13235;0
13240;2004-08-01;11;10043;1017;-14710;;13235;0
13241;2004-08-01;11;21;1017;-3988;;13235;0
13243;2004-08-01;11;11055;1017;0;;13235;0
13244;2004-08-01;11;11014;1017;20803;;13235;0
13245;2004-08-01;11;11091;873;-11760;;;0
13246;2004-08-01;11;10050;1144;-41604;;;0
13247;2004-08-01;11;11092;117;23008;Miete;;0
13248;2004-08-02;11;10028;914;-2733;;;0
13249;2004-08-05;11;11049;1042;8364;Gutschrift;;0
13250;2004-08-05;11;10009;160;-10000;;;0
13251;2004-08-05;11;11095;991;-14224;Hausrat;;0
13252;2004-08-16;11;10009;160;-10000;;;0
13253;2004-08-17;11;10028;246;-1134;;;0
13254;2004-08-18;11;7;122;24382;17.07.2004 - 17.08.2004;;0
13256;2004-08-30;11;10009;160;-10000;;;0
13257;2004-08-30;11;1000;879;-46012;;;0
13258;2004-08-30;11;21;879;-31643;;13257;0
13260;2004-08-30;11;11093;879;-14369;;13257;0
13261;2004-09-01;11;1000;1017;288413;;;0
13262;2004-09-01;11;10002;1017;460800;;13261;0
13263;2004-09-01;11;10041;1017;-122558;;13261;0
13264;2004-09-01;11;10044;1017;-6740;;13261;0
13265;2004-09-01;11;10042;1017;-44928;;13261;0
13266;2004-09-01;11;10043;1017;-14976;;13261;0
13267;2004-09-01;11;21;1017;-3988;;13261;0
13269;2004-09-01;11;11055;1017;0;;13261;0
13270;2004-09-01;11;11014;1017;20803;;13261;0
13271;2004-09-01;11;11091;873;-11760;;;0
13272;2004-09-01;11;10050;1144;-41604;;;0
13273;2004-09-01;11;11092;117;23008;Miete;;0
13274;2004-09-03;11;10009;160;-10000;;;0
13275;2004-09-09;11;10028;639;-3145;;;0
13276;2004-09-09;11;10028;639;-1335;;;0
13277;2004-09-13;11;10009;160;-10000;;;0
13278;2004-09-15;11;10028;639;-3390;;;0
13279;2004-09-17;11;10028;246;-3916;;;0
13280;2004-09-20;11;2;122;11786;17.07 - 10.08;;0
13282;2004-09-20;11;10025;324;-23191;;;0
13283;2004-09-21;11;10025;324;2399;;;0
13284;2004-09-23;11;10009;160;-10000;;;0
13285;2004-09-27;11;19;122;55000;;;0
13287;2004-09-27;11;10025;888;-148000;;;0
13288;2004-09-30;11;1000;879;-46012;;;0
13289;2004-09-30;11;21;879;-31780;;13288;0
13291;2004-09-30;11;11093;879;-14232;;13288;0
13292;2004-10-01;11;1000;1017;288413;;;0
13293;2004-10-01;11;10002;1017;460800;;13292;0
13294;2004-10-01;11;10041;1017;-122558;;13292;0
13295;2004-10-01;11;10044;1017;-6740;;13292;0
13296;2004-10-01;11;10042;1017;-44928;;13292;0
13297;2004-10-01;11;10043;1017;-14976;;13292;0
13298;2004-10-01;11;21;1017;-3988;;13292;0
13300;2004-10-01;11;11055;1017;0;;13292;0
13301;2004-10-01;11;11014;1017;20803;;13292;0
13302;2004-10-01;11;19;122;1800;;;0
13304;2004-10-01;11;11091;873;-11760;;;0
13305;2004-10-01;11;10050;1144;-41604;;;0
13306;2004-10-01;11;11092;117;23008;Miete;;0
13307;2004-10-04;11;10009;160;-10000;;;0
13308;2004-10-04;11;1000;125;559;;;0
13309;2004-10-04;11;10015;125;0;;13308;0
13310;2004-10-04;11;2107;125;579;;13308;0
13311;2004-10-04;11;10054;125;-20;;13308;0
13312;2004-10-04;11;10037;125;0;;13308;0
13313;2004-10-04;11;2500;125;0;;13308;0
13314;2004-10-04;11;10015;125;0;;13308;0
13315;2004-10-04;11;10015;125;0;;13308;0
13316;2004-10-15;11;10009;160;-10000;;;0
13317;2004-10-18;11;10025;915;-10000;Rock Mutter;;0
13318;2004-10-22;11;11065;916;-4135;;;0
13319;2004-10-27;11;10009;160;-10000;;;0
13320;2004-10-28;11;11062;1147;-2680;;;0
13321;2004-10-30;11;1000;879;-46012;;;0
13322;2004-10-30;11;21;879;-31917;;13321;0
13324;2004-10-30;11;11093;879;-14095;;13321;0
13325;2004-11-01;11;1000;1017;288413;;;0
13326;2004-11-01;11;10002;1017;460800;;13325;0
13327;2004-11-01;11;10041;1017;-122558;;13325;0
13328;2004-11-01;11;10044;1017;-6740;;13325;0
13329;2004-11-01;11;10042;1017;-44928;;13325;0
13330;2004-11-01;11;10043;1017;-14976;;13325;0
13331;2004-11-01;11;21;1017;-3988;;13325;0
13333;2004-11-01;11;11055;1017;0;;13325;0
13334;2004-11-01;11;11014;1017;20803;;13325;0
13335;2004-11-01;11;11091;873;-11760;;;0
13336;2004-11-01;11;10050;1144;-41604;;;0
13337;2004-11-01;11;11092;117;23008;Miete;;0
13338;2004-11-02;11;11049;1042;6582;Gutschrift;;0
13339;2004-11-02;11;10025;915;-27400;Rock Mutter;;0
13340;2004-11-17;11;10025;1038;38800;Erstattung Rock Mutter;;0
13341;2004-11-18;11;10009;160;-10000;;;0
13342;2004-11-19;11;10025;918;-4600;;;0
13343;2004-11-23;11;10028;639;-4130;;;0
13344;2004-11-25;11;10009;160;-6000;;;0
13345;2004-11-30;11;1000;879;-46012;;;0
13346;2004-11-30;11;21;879;-32054;;13345;0
13348;2004-11-30;11;11093;879;-13958;;13345;0
13349;2004-11-30;11;10009;160;-10000;;;0
13350;2004-12-01;11;1000;1017;469027;;;0
13351;2004-12-01;11;10002;1017;917600;;13350;0
13352;2004-12-01;11;10041;1017;-328058;;13350;0
13353;2004-12-01;11;10044;1017;-18042;;13350;0
13354;2004-12-01;11;10042;1017;-89466;;13350;0
13355;2004-12-01;11;10043;1017;-29822;;13350;0
13356;2004-12-01;11;21;1017;-3988;;13350;0
13358;2004-12-01;11;11055;1017;0;;13350;0
13359;2004-12-01;11;11014;1017;20803;;13350;0
13360;2004-12-01;11;10050;1144;-41604;;;0
13361;2004-12-01;11;11091;873;-11760;;;0
13362;2004-12-01;11;11092;117;23008;Miete;;0
13363;2004-12-06;11;10009;160;-10000;;;0
13364;2004-12-08;11;10020;1017;2440;Erstattung;;0
13365;2004-12-20;11;10009;160;-10000;;;0
13366;2004-12-29;11;10005;1038;500000;;;0
13367;2004-12-30;11;1000;879;-46012;;;0
13368;2004-12-30;11;21;879;-32192;;13367;0
13370;2004-12-30;11;11093;879;-13820;;13367;0
13371;2004-12-30;11;10028;639;-2948;;;0
13372;2004-12-31;11;1000;125;238;;;0
13373;2004-12-31;11;10015;125;0;;13372;0
13374;2004-12-31;11;2107;125;238;;13372;0
13375;2004-12-31;11;10054;125;0;;13372;0
13376;2004-12-31;11;10037;125;0;;13372;0
13377;2004-12-31;11;2500;125;0;;13372;0
13378;2004-12-31;11;10015;125;0;;13372;0
13379;2004-12-31;11;10015;125;0;;13372;0
13380;2005-01-01;11;1000;1017;288465;;;0
13381;2005-01-01;11;10002;1017;460800;;13380;0
13382;2005-01-01;11;10041;1017;-115208;;13380;0
13383;2005-01-01;11;10044;1017;-6336;;13380;0
13384;2005-01-01;11;10042;1017;-44928;;13380;0
13385;2005-01-01;11;10043;1017;-14976;;13380;0
13386;2005-01-01;11;21;1017;-3988;;13380;0
13388;2005-01-01;11;11055;1017;0;;13380;0
13389;2005-01-01;11;11014;1017;20855;;13380;0
13390;2005-01-01;11;11030;1017;-7754;Rückrechnung Jan 2005;13380;0
13391;2005-01-01;11;11091;873;-11760;;;0
13392;2005-01-01;11;10050;1144;-41710;;;0
13393;2005-01-03;11;11062;1147;-18459;;;0
13394;2005-01-04;11;11092;117;23008;Miete;;0
13395;2005-01-10;11;10009;160;-10000;;;0
13396;2005-01-10;11;10022;499;-4097;Geschenk Andi;;0
13397;2005-01-17;11;11065;916;-3353;;;0
13398;2005-01-17;11;11062;908;-4306;;;0
13399;2005-01-18;11;10009;160;-10000;;;0
13400;2005-01-20;11;10028;246;-1519;;;0
13401;2005-01-20;11;11062;908;-4306;;;0
13402;2005-01-30;11;1000;879;-46012;;;0
13403;2005-01-30;11;21;879;-32330;;13402;0
13405;2005-01-30;11;11093;879;-13682;;13402;0
13406;2005-02-01;11;1000;1017;303973;;;0
13407;2005-02-01;11;10002;1017;460800;;13406;0
13408;2005-02-01;11;10041;1017;-115208;;13406;0
13409;2005-02-01;11;10044;1017;-6336;;13406;0
13410;2005-02-01;11;10042;1017;-44928;;13406;0
13411;2005-02-01;11;10043;1017;-14976;;13406;0
13412;2005-02-01;11;21;1017;-3988;;13406;0
13414;2005-02-01;11;11055;1017;0;;13406;0
13415;2005-02-01;11;11014;1017;20855;;13406;0
13416;2005-02-01;11;11030;1017;7754;Rückrechnung 01-2005;13406;0
13417;2005-02-01;11;10050;1144;-41710;;;0
13418;2005-02-01;11;11091;873;-11760;;;0
13419;2005-02-01;11;10028;639;-1628;;;0
13420;2005-02-01;11;11092;117;23008;Miete;;0
13421;2005-02-07;11;10028;639;-1871;;;0
13422;2005-02-09;11;10009;160;-10000;;;0
13423;2005-02-11;11;11062;908;4306;Erstattung doppelter Zahlung;;0
13425;2005-02-21;11;11062;1147;-1608;;;0
13426;2005-02-25;11;10009;160;-10000;;;0
13427;2005-02-28;11;1000;879;-46012;;;0
13428;2005-02-28;11;21;879;-32470;;13427;0
13430;2005-02-28;11;11093;879;-13542;;13427;0
13431;2005-02-28;11;10028;246;-2956;;;0
13432;2005-03-01;11;1000;1017;296219;;;0
13433;2005-03-01;11;10002;1017;460800;;13432;0
13434;2005-03-01;11;10041;1017;-115208;;13432;0
13435;2005-03-01;11;10044;1017;-6336;;13432;0
13436;2005-03-01;11;10042;1017;-44928;;13432;0
13437;2005-03-01;11;10043;1017;-14976;;13432;0
13438;2005-03-01;11;21;1017;-3988;;13432;0
13440;2005-03-01;11;11055;1017;0;;13432;0
13441;2005-03-01;11;11014;1017;20855;;13432;0
13442;2005-03-01;11;10050;1144;-41710;;;0
13443;2005-03-01;11;11091;873;-11760;;;0
13444;2005-03-01;11;11092;117;23008;Miete;;0
13445;2005-03-07;11;10025;888;-54400;;;0
13446;2005-03-10;11;10009;160;-10000;;;0
13447;2005-03-15;11;19;122;200000;;;0
13449;2005-03-15;11;10028;259;-24438;;;0
13450;2005-03-15;11;10025;1068;-16970;Schuhe;;0
13451;2005-03-15;11;10009;160;-10000;;;0
13452;2005-03-15;11;11062;920;-3300;;;0
13453;2005-03-18;11;7;122;800000;;;0
13455;2005-03-21;11;10025;921;-2495;;;0
13456;2005-03-21;11;10025;922;-1595;;;0
13457;2005-03-30;11;1000;879;-46012;;;0
13458;2005-03-30;11;21;879;-32609;;13457;0
13460;2005-03-30;11;11093;879;-13403;;13457;0
13461;2005-03-30;11;10009;160;-10000;;;0
13462;2005-03-31;11;10009;160;-10000;;;0
13463;2005-04-01;11;1000;1017;741136;;;0
13464;2005-04-01;11;10002;1017;1544300;;13463;0
13465;2005-04-01;11;10041;1017;-526158;;13463;0
13466;2005-04-01;11;10044;1017;-28937;;13463;0
13467;2005-04-01;11;10042;1017;-68016;;13463;0
13468;2005-04-01;11;10043;1017;-22672;;13463;0
13469;2005-04-01;11;21;1017;-3988;;13463;0
13471;2005-04-01;11;11055;1017;0;;13463;0
13472;2005-04-01;11;11014;1017;20855;;13463;0
13473;2005-04-01;11;11013;1017;-174248;;13463;0
13474;2005-04-01;11;10050;1144;-41710;;;0
13475;2005-04-01;11;11091;873;-84076;;;0
13476;2005-04-01;11;11092;117;23008;Miete;;0
13477;2005-04-04;11;10028;306;-2610;;;0
13478;2005-04-04;11;1000;125;458;;;0
13479;2005-04-04;11;10015;125;0;;13478;0
13480;2005-04-04;11;2107;125;458;;13478;0
13481;2005-04-04;11;10054;125;0;;13478;0
13482;2005-04-04;11;10037;125;0;;13478;0
13483;2005-04-04;11;2500;125;0;;13478;0
13484;2005-04-04;11;10015;125;0;;13478;0
13485;2005-04-04;11;10015;125;0;;13478;0
13486;2005-04-05;11;10009;160;-10000;;;0
13487;2005-04-11;11;11063;1144;20213;;;0
13488;2005-04-12;11;10009;160;-10000;;;0
13489;2005-04-14;11;11065;923;-17500;Massage;;0
13490;2005-04-14;11;11065;924;-780;;;0
13491;2005-04-18;11;10049;936;-5649;;;0
13492;2005-04-18;11;10028;306;-3079;;;0
13493;2005-04-24;11;10009;160;-10000;;;0
13494;2005-04-25;11;10028;306;-1295;;;0
13495;2005-04-27;11;10009;160;-10000;;;0
13496;2005-04-28;11;10028;639;-2407;;;0
13497;2005-04-30;11;1000;879;-46012;;;0
13498;2005-04-30;11;21;879;-32750;;13497;0
13500;2005-04-30;11;11093;879;-13262;;13497;0
13501;2005-05-01;11;1000;1017;296219;;;0
13502;2005-05-01;11;10002;1017;460800;;13501;0
